time,seconds_elapsed,z,y,x
1654945858177452500,0.29745263671875,1.1301765441894531,-0.2890768051147461,-0.26851752400398254
1654945858197767000,0.317766845703125,1.035205364227295,-0.19115161895751953,-0.1541869044303894
1654945858218171000,0.3381708984375,1.029362678527832,-0.2810182571411133,-0.10091477632522583
1654945858238397200,0.358397216796875,0.5997524261474609,-0.5491275787353516,-0.05220460891723633
1654945858258703000,0.378703125,0.32347536087036133,-0.3603172302246094,0.21604996919631958
1654945858279020500,0.3990205078125,0.3776364326477051,-0.2407207489013672,0.2646324634552002
1654945858299334000,0.419333984375,0.07167816162109375,-0.2327117919921875,0.1236303448677063
1654945858319646500,0.439646484375,-0.4062161445617676,0.03291606903076172,0.2536189556121826
1654945858340017200,0.46001708984375,-0.5770330429077148,0.2972440719604492,0.42723262310028076
1654945858360300000,0.480300048828125,-0.1723628044128418,0.3772611618041992,0.12400978803634644
1654945858380603400,0.500603271484375,0.7411327362060547,0.22167587280273438,-0.5160055756568909
1654945858400994000,0.520994140625,1.3749604225158691,0.06719398498535156,-0.6050634384155273
1654945858421306400,0.541306396484375,1.6037349700927734,0.01251983642578125,-0.5418322086334229
1654945858441533400,0.561533447265625,1.2142295837402344,0.2542600631713867,-0.5501532554626465
1654945858461846800,0.5818466796875,0.22755670547485352,0.2701253890991211,-0.5986209511756897
1654945858482144800,0.602144775390625,-0.3048276901245117,0.1066579818725586,-0.6282480359077454
1654945858502473200,0.62247314453125,-1.1101584434509277,-0.027402877807617188,-0.7529707551002502
1654945858522786000,0.6427861328125,-1.0659446716308594,-0.46329307556152344,-1.047206997871399
1654945858543098000,0.66309814453125,-1.313107967376709,-1.3687810897827148,-1.8423961400985718
1654945858563411000,0.683410888671875,-1.7182364463806152,-1.8575124740600586,-1.382015585899353
1654945858583723000,0.703722900390625,-3.015768051147461,-1.5012168884277344,-1.1761372089385986
1654945858604045600,0.724045654296875,-1.8924813270568848,-0.49710798263549805,-0.201471209526062
1654945858624355800,0.74435595703125,-0.22074031829833984,1.338819980621338,1.6844990253448486
1654945858644647200,0.764647216796875,0.609184741973877,1.2065954208374023,1.237206220626831
1654945858664978000,0.78497802734375,-0.8933515548706055,0.4015660285949707,0.9491891860961914
1654945858685270300,0.805270263671875,-0.07615375518798828,-0.2507615089416504,0.811126172542572
1654945858705597200,0.82559716796875,1.4397478103637695,0.11574125289916992,1.4246752262115479
1654945858725901300,0.8459013671875,3.862593650817871,1.1439118385314941,1.9535198211669922
1654945858746287000,0.866287109375,1.189448356628418,-0.9750404357910156,-0.053820934146642685
1654945858766559000,0.88655908203125,1.8441734313964844,-0.28611230850219727,0.9415509700775146
1654945858786850800,0.906850830078125,2.1944284439086914,-0.5602822303771973,0.9307400584220886
1654945858807169800,0.927169677734375,2.025872230529785,-0.3957548141479492,-0.1778031587600708
1654945858827496400,0.947496337890625,0.9754762649536133,-0.28368139266967773,-0.8917113542556763
1654945858847779600,0.967779541015625,-0.29030704498291016,-0.5111327171325684,-1.499187707901001
1654945858868094200,0.98809423828125,-0.18427181243896484,-0.6522984504699707,-0.21026235818862915
1654945858888411600,1.00841162109375,0.6719646453857422,-0.6567773818969727,0.9127506017684937
1654945858908719900,1.028719970703125,1.9056720733642578,0.690882682800293,1.8236205577850342
1654945858929040600,1.04904052734375,1.1684560775756836,1.0099239349365234,1.5469304323196411
1654945858949344800,1.0693447265625,0.5155973434448242,-0.5679540634155273,1.2371912002563477
1654945858969669400,1.08966943359375,0.8260812759399414,-0.6276822090148926,1.0867007970809937
1654945858990019000,1.11001904296875,0.8449230194091797,-0.5416440963745117,0.25849449634552
1654945859010324500,1.130324462890625,0.010565757751464844,-0.12206077575683594,0.27422046661376953
1654945859030795500,1.15079541015625,0.34474849700927734,0.608332633972168,-0.58660888671875
1654945859050957300,1.170957275390625,0.8004112243652344,0.42381763458251953,-0.41624200344085693
1654945859071246600,1.19124658203125,0.9198417663574219,0.28838300704956055,-0.23327243328094482
1654945859091600000,1.211599853515625,0.5389223098754883,0.14450979232788086,-0.27947545051574707
1654945859111987200,1.2319873046875,-0.6775994300842285,0.08888912200927734,-0.2710951566696167
1654945859132172000,1.252172119140625,-1.2513809204101562,0.022601604461669922,-0.11237907409667969
1654945859152565200,1.272565185546875,-1.2886500358581543,0.13138151168823242,0.4152333736419678
1654945859172822300,1.292822265625,-1.1122016906738281,0.04421234130859375,0.6236331462860107
1654945859193131500,1.313131591796875,-0.8987970352172852,0.06951570510864258,0.5509668588638306
1654945859213439200,1.333439208984375,-0.9050512313842773,0.5959358215332031,0.036704063415527344
1654945859233726200,1.353726318359375,-0.5222573280334473,0.5415916442871094,-0.415752649307251
1654945859254037200,1.374037353515625,0.20142650604248047,0.1426849365234375,-0.033800363540649414
1654945859274357500,1.394357421875,0.6333532333374023,0.31943750381469727,-0.022692441940307617
1654945859294674200,1.414674072265625,1.0698938369750977,-0.02858448028564453,0.062126338481903076
1654945859314994700,1.43499462890625,1.4549942016601562,-0.16868972778320312,0.6119986772537231
1654945859335296300,1.455296142578125,1.9362545013427734,-0.07661962509155273,-0.46668392419815063
1654945859355609900,1.47560986328125,0.49800586700439453,0.2560429573059082,-0.9731801152229309
1654945859375972000,1.49597216796875,0.05706501007080078,0.8032102584838867,-0.016285300254821777
1654945859396229600,1.516229736328125,-0.10237407684326172,-0.10239219665527344,0.15630215406417847
1654945859416550000,1.5365498046875,0.3450031280517578,-0.6925702095031738,-0.045033276081085205
1654945859436869600,1.55686962890625,-0.019637107849121094,-0.38547468185424805,0.3223365843296051
