time,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,mag_phone_x,mag_phone_y,mag_phone_z,light_phone_lux
2022-06-11 11:10:58.4200,0,0,0,0,0,0,8.85,-43.893753,-23.41875,0
2022-06-11 11:10:58.4210,-0.5418322,0.012519836,1.603735,0,0,0,0,0,0,0
2022-06-11 11:10:58.4400,0,0,0,0,0,0,9.9375,-43.48125,-23.625,0
2022-06-11 11:10:58.4410,-0.55015326,0.25426006,1.2142296,0,0,0,0,0,0,0
2022-06-11 11:10:58.4600,0,0,0,0,0,0,8.3625,-44.643753,-22.40625,0
2022-06-11 11:10:58.4610,-0.59862095,0.2701254,0.2275567,0,0,0,0,0,0,0
2022-06-11 11:10:58.4800,0,0,0,0,0,0,8.56875,-43.987503,-22.44375,0
2022-06-11 11:10:58.4820,-0.62824804,0.10665798,-0.3048277,0,0,0,0,0,0,0
2022-06-11 11:10:58.5000,0,0,0,0,0,0,7.8187504,-43.612503,-23.23125,0
2022-06-11 11:10:58.5020,-0.75297076,-0.027402878,-1.1101584,0,0,0,0,0,0,0
2022-06-11 11:10:58.5200,0,0,0,0,0,0,8.512501,-44.943752,-23.868752,0
2022-06-11 11:10:58.5220,-1.047207,-0.46329308,-1.0659447,0,0,0,0,0,0,0
2022-06-11 11:10:58.5400,0,0,0,0,0,0,8.681251,-45.09375,-23.550001,0
2022-06-11 11:10:58.5430,-1.8423961,-1.3687811,-1.313108,0,0,0,0,0,0,0
2022-06-11 11:10:58.5600,0,0,0,0,0,0,6.01875,-44.23125,-24.956251,0
2022-06-11 11:10:58.5630,-1.3820156,-1.8575125,-1.7182364,0,0,0,0,0,0,0
2022-06-11 11:10:58.5800,0,0,0,0,0,0,3.7125,-42.581253,-25.406252,0
2022-06-11 11:10:58.5830,-1.1761372,-1.5012169,-3.015768,0,0,0,0,0,0,0
2022-06-11 11:10:58.6000,0,0,0,0,0,0,3.6937501,-44.100002,-27.487501,0
2022-06-11 11:10:58.6040,-0.20147121,-0.49710798,-1.8924813,0,0,0,0,0,0,0
2022-06-11 11:10:58.6200,0,0,0,0,0,0,1.6500001,-41.006252,-30.581251,0
2022-06-11 11:10:58.6240,1.684499,1.33882,-0.22074032,0,0,0,0,0,0,0
2022-06-11 11:10:58.6400,0,0,0,0,0,0,2.90625,-36.525,-30.91875,0
2022-06-11 11:10:58.6440,1.2372062,1.2065954,0.60918474,0,0,0,0,0,0,0
2022-06-11 11:10:58.6600,0,0,0,0,0,0,5.4750004,-35.0625,-30.712502,0
2022-06-11 11:10:58.6640,0.9491892,0.40156603,-0.89335155,0,0,0,0,0,0,0
2022-06-11 11:10:58.6800,0,0,0,0,0,0,9.243751,-34.725002,-32.625,0
2022-06-11 11:10:58.6850,0.8111262,-0.2507615,-0.076153755,0,0,0,0,0,0,0
2022-06-11 11:10:58.7000,0,0,0,0,0,0,9.20625,-32.79375,-32.025,0
2022-06-11 11:10:58.7050,1.4246752,0.11574125,1.4397478,0,0,0,0,0,0,0
2022-06-11 11:10:58.7200,0,0,0,0,0,0,10.668751,-32.04375,-34.85625,0
2022-06-11 11:10:58.7250,1.9535198,1.1439118,3.8625937,0,0,0,0,0,0,0
2022-06-11 11:10:58.7400,0,0,0,0,0,0,9.65625,-30.4125,-35.025,0
2022-06-11 11:10:58.7460,-0.053820934,-0.97504044,1.1894484,0,0,0,0,0,0,0
2022-06-11 11:10:58.7600,0,0,0,0,0,0,9.13125,-30.900002,-35.643753,0
2022-06-11 11:10:58.7660,0.94155097,-0.2861123,1.8441734,0,0,0,0,0,0,0
2022-06-11 11:10:58.7800,0,0,0,0,0,0,10.725,-30.018751,-36.862503,0
2022-06-11 11:10:58.7860,0.93074006,-0.56028223,2.1944284,0,0,0,0,0,0,0
2022-06-11 11:10:58.8000,0,0,0,0,0,0,10.44375,-29.98125,-37.331253,0
2022-06-11 11:10:58.8070,-0.17780316,-0.3957548,2.0258722,0,0,0,0,0,0,0
2022-06-11 11:10:58.8200,0,0,0,0,0,0,11.043751,-28.66875,-34.48125,0
2022-06-11 11:10:58.8270,-0.89171135,-0.2836814,0.97547626,0,0,0,0,0,0,0
2022-06-11 11:10:58.8400,0,0,0,0,0,0,12.056251,-30.300001,-35.4375,0
2022-06-11 11:10:58.8470,-1.4991877,-0.5111327,-0.29030704,0,0,0,0,0,0,0
2022-06-11 11:10:58.8600,0,0,0,0,0,0,12.431251,-29.6625,-34.65,0
2022-06-11 11:10:58.8680,-0.21026236,-0.65229845,-0.18427181,0,0,0,0,0,0,0
2022-06-11 11:10:58.8800,0,0,0,0,0,0,11.925,-31.781252,-33.768753,0
2022-06-11 11:10:58.8880,0.9127506,-0.6567774,0.67196465,0,0,0,0,0,0,0
2022-06-11 11:10:58.9000,0,0,0,0,0,0,13.425,-30.993752,-32.86875,0
2022-06-11 11:10:58.9080,1.8236206,0.6908827,1.9056721,0,0,0,0,0,0,0
2022-06-11 11:10:58.9200,0,0,0,0,0,0,13.031251,-32.5875,-32.15625,0
2022-06-11 11:10:58.9290,1.5469304,1.0099239,1.1684561,0,0,0,0,0,0,0
2022-06-11 11:10:58.9400,0,0,0,0,0,0,14.981251,-33.487503,-30.562502,0
2022-06-11 11:10:58.9490,1.2371912,-0.56795406,0.51559734,0,0,0,0,0,0,0
2022-06-11 11:10:58.9600,0,0,0,0,0,0,15.3,-33.80625,-29.437502,0
2022-06-11 11:10:58.9690,1.0867008,-0.6276822,0.8260813,0,0,0,0,0,0,0
2022-06-11 11:10:58.9800,0,0,0,0,0,0,14.906251,-32.8125,-31.3875,0
2022-06-11 11:10:58.9900,0.2584945,-0.5416441,0.844923,0,0,0,0,0,0,0
2022-06-11 11:10:59.0000,0,0,0,0,0,0,14.26875,-31.743752,-28.800001,0
2022-06-11 11:10:59.0100,0.27422047,-0.122060776,0.010565758,0,0,0,0,0,0,0
2022-06-11 11:10:59.0200,0,0,0,0,0,0,15.356251,-32.98125,-30.112501,0
2022-06-11 11:10:59.0300,-0.5866089,0.60833263,0.3447485,0,0,0,0,0,0,0
2022-06-11 11:10:59.0400,0,0,0,0,0,0,16.050001,-34.3125,-31.3875,0
2022-06-11 11:10:59.0500,-0.416242,0.42381763,0.8004112,0,0,0,0,0,0,0
2022-06-11 11:10:59.0600,0,0,0,0,0,0,15.731251,-33.862503,-31.06875,0
2022-06-11 11:10:59.0710,-0.23327243,0.288383,0.91984177,0,0,0,0,0,0,0
2022-06-11 11:10:59.0800,0,0,0,0,0,0,15.20625,-32.831253,-30.2625,0
2022-06-11 11:10:59.0910,-0.27947545,0.14450979,0.5389223,0,0,0,0,0,0,0
2022-06-11 11:10:59.1000,0,0,0,0,0,0,14.156251,-32.287502,-29.75625,0
2022-06-11 11:10:59.1110,-0.27109516,0.08888912,-0.67759943,0,0,0,0,0,0,0
2022-06-11 11:10:59.1200,0,0,0,0,0,0,15.58125,-35.0625,-28.7625,0
2022-06-11 11:10:59.1320,-0.112379074,0.022601604,-1.2513809,0,0,0,0,0,0,0
2022-06-11 11:10:59.1400,0,0,0,0,0,0,16.368752,-34.331253,-28.143751,0
2022-06-11 11:10:59.1520,0.41523337,0.13138151,-1.28865,0,0,0,0,0,0,0
2022-06-11 11:10:59.1600,0,0,0,0,0,0,14.45625,-33.825,-28.7625,0
2022-06-11 11:10:59.1720,0.62363315,0.04421234,-1.1122017,0,0,0,0,0,0,0
2022-06-11 11:10:59.1800,0,0,0,0,0,0,16.5,-35.71875,-28.10625,0
2022-06-11 11:10:59.1930,0.55096686,0.069515705,-0.89879704,0,0,0,0,0,0,0
2022-06-11 11:10:59.2000,0,0,0,0,0,0,13.837501,-33.3375,-29.400002,0
2022-06-11 11:10:59.2130,0.036704063,0.5959358,-0.90505123,0,0,0,0,0,0,0
2022-06-11 11:10:59.2200,0,0,0,0,0,0,15.375001,-34.5,-29.737501,0
2022-06-11 11:10:59.2230,0,0,0,0,0,0,0,0,0,177.13625
2022-06-11 11:10:59.2330,-0.41575265,0.54159164,-0.5222573,0,0,0,0,0,0,0
2022-06-11 11:10:59.2400,0,0,0,0,0,0,15.093751,-34.443752,-28.10625,0
2022-06-11 11:10:59.2540,-0.033800364,0.14268494,0.2014265,0,0,0,0,0,0,0
2022-06-11 11:10:59.2600,0,0,0,0,0,0,13.837501,-33.3375,-29.400002,0
2022-06-11 11:10:59.2740,-0.022692442,0.3194375,0.63335323,0,0,0,0,0,0,0
2022-06-11 11:10:59.2800,0,0,0,0,0,0,14.981251,-33.487503,-30.562502,0
2022-06-11 11:10:59.2940,0.06212634,-0.02858448,1.0698938,0,0,0,0,0,0,0
2022-06-11 11:10:59.3000,0,0,0,0,0,0,14.19375,-32.7,-29.75625,0
2022-06-11 11:10:59.3140,0.6119987,-0.16868973,1.4549942,0,0,0,0,0,0,0
2022-06-11 11:10:59.3200,0,0,0,0,0,0,13.275001,-33.412502,-30.018751,0
2022-06-11 11:10:59.3350,-0.46668392,-0.076619625,1.9362545,0,0,0,0,0,0,0
2022-06-11 11:10:59.3400,0,0,0,0,0,0,14.38125,-33.15,-30.88125,0
2022-06-11 11:10:59.3550,-0.9731801,0.25604296,0.49800587,0,0,0,0,0,0,0
2022-06-11 11:10:59.3600,0,0,0,0,0,0,14.025001,-35.4375,-30.975,0
2022-06-11 11:10:59.3750,-0.0162853,0.80321026,0.05706501,0,0,0,0,0,0,0
2022-06-11 11:10:59.3800,0,0,0,0,0,0,13.05,-32.568752,-29.400002,0
2022-06-11 11:10:59.3960,0.15630215,-0.1023922,-0.10237408,0,0,0,0,0,0,0
2022-06-11 11:10:59.4000,0,0,0,0,0,0,13.106251,-34.48125,-28.368752,0
2022-06-11 11:10:59.4160,-0.045033276,-0.6925702,0.34500313,0,0,0,0,0,0,0
2022-06-11 11:10:59.4200,0,0,0,0,0,0,14.475,-33.825,-28.425001,0
2022-06-11 11:10:59.4360,0.32233658,-0.38547468,-0.019637108,0,0,0,0,0,0,0
2022-06-11 11:10:59.4400,0,0,0,0,0,0,13.35,-34.10625,-28.706251,0
2022-06-11 11:10:59.4570,1.1722986,0.22885132,-0.040362358,0,0,0,0,0,0,0
2022-06-11 11:10:59.4600,0,0,0,0,0,0,13.275001,-34.912502,-30.150002,0
2022-06-11 11:10:59.4770,1.8024445,0.37875032,0.6471596,0,0,0,0,0,0,0
2022-06-11 11:10:59.4800,0,0,0,0,0,0,13.012501,-33.65625,-30.337502,0
2022-06-11 11:10:59.4970,0.7314364,-0.41448355,0.8089638,0,0,0,0,0,0,0
2022-06-11 11:10:59.5000,0,0,0,0,0,0,12.95625,-34.612503,-30.150002,0
2022-06-11 11:10:59.5180,0.4267717,-0.32580185,0.2626629,0,0,0,0,0,0,0
2022-06-11 11:10:59.5200,0,0,0,0,0,0,12.562501,-34.537502,-27.69375,0
2022-06-11 11:10:59.5380,0.17620486,-0.036130905,0.019071579,0,0,0,0,0,0,0
2022-06-11 11:10:59.5400,0,0,0,0,0,0,14.250001,-35.98125,-28.687502,0
2022-06-11 11:10:59.5580,0.24171418,0.21205091,0.21235943,0,0,0,0,0,0,0
2022-06-11 11:10:59.5600,0,0,0,0,0,0,14.475,-35.475002,-29.681252,0
2022-06-11 11:10:59.5790,-0.4662572,-0.2323165,0.7309065,0,0,0,0,0,0,0
2022-06-11 11:10:59.5800,0,0,0,0,0,0,14.55,-34.95,-30.35625,0
2022-06-11 11:10:59.5990,-1.6936803,-0.74227524,1.3379831,0,0,0,0,0,0,0
2022-06-11 11:10:59.6000,0,0,0,0,0,0,12.562501,-34.8375,-29.643751,0
2022-06-11 11:10:59.6190,-1.7869895,-0.74590874,1.2088003,0,0,0,0,0,0,0
2022-06-11 11:10:59.6200,0,0,0,0,0,0,14.00625,-35.006252,-29.681252,0
2022-06-11 11:10:59.6400,-1.1354061,-0.70286417,1.1392527,0,0,0,0,0,0,0
2022-06-11 11:10:59.6400,0,0,0,0,0,0,14.175,-35.30625,-30.31875,0
2022-06-11 11:10:59.6600,-0.9691965,0.20002365,1.1796074,0,0,0,0,0,0,0
2022-06-11 11:10:59.6600,0,0,0,0,0,0,14.3625,-34.36875,-29.38125,0
2022-06-11 11:10:59.6800,-1.4928982,-0.34489346,1.4664707,0,0,0,0,0,0,0
2022-06-11 11:10:59.6800,0,0,0,0,0,0,13.387501,-36.018753,-29.625002,0
2022-06-11 11:10:59.7000,0,0,0,0,0,0,13.125001,-35.98125,-28.48125,0
2022-06-11 11:10:59.7010,-1.5545127,-1.2572503,0.4856701,0,0,0,0,0,0,0
2022-06-11 11:10:59.7200,0,0,0,0,0,0,13.725,-34.96875,-29.6625,0
2022-06-11 11:10:59.7210,-0.10848516,-0.5829816,0.117910385,0,0,0,0,0,0,0
2022-06-11 11:10:59.7400,0,0,0,0,0,0,13.06875,-38.15625,-26.962502,0
2022-06-11 11:10:59.7410,0.5652592,-0.61188555,0.06646538,0,0,0,0,0,0,0
2022-06-11 11:10:59.7600,0,0,0,0,0,0,12.4875,-35.0625,-25.893751,0
2022-06-11 11:10:59.7610,-0.40786386,-1.2469692,-0.8374877,0,0,0,0,0,0,0
2022-06-11 11:10:59.7800,0,0,0,0,0,0,13.81875,-38.643753,-26.98125,0
2022-06-11 11:10:59.7820,0.117617965,0.028846264,-0.9774747,0,0,0,0,0,0,0
2022-06-11 11:10:59.8000,0,0,0,0,0,0,12.900001,-37.706253,-25.518751,0
2022-06-11 11:10:59.8020,-1.0306848,-0.24183655,-1.7107315,0,0,0,0,0,0,0
2022-06-11 11:10:59.8200,0,0,0,0,0,0,12.525001,-36.84375,-25.518751,0
2022-06-11 11:10:59.8220,-0.57983446,-0.18403721,-1.1833344,0,0,0,0,0,0,0
2022-06-11 11:10:59.8400,0,0,0,0,0,0,14.231251,-38.268753,-25.050001,0
2022-06-11 11:10:59.8430,-0.46114755,0.3337593,-0.16574144,0,0,0,0,0,0,0
2022-06-11 11:10:59.8600,0,0,0,0,0,0,13.44375,-37.5,-25.368752,0
2022-06-11 11:10:59.8630,-1.0226517,0.23899794,-0.16706896,0,0,0,0,0,0,0
2022-06-11 11:10:59.8800,0,0,0,0,0,0,15.168751,-37.725002,-26.23125,0
2022-06-11 11:10:59.8830,-1.5222667,-0.021772861,0.23620176,0,0,0,0,0,0,0
2022-06-11 11:10:59.9000,0,0,0,0,0,0,14.043751,-36.6375,-27.843752,0
2022-06-11 11:10:59.9040,-1.5370466,-0.19642735,0.29375362,0,0,0,0,0,0,0
2022-06-11 11:10:59.9200,0,0,0,0,0,0,15.731251,-37.65,-26.41875,0
2022-06-11 11:10:59.9240,-1.5665599,-0.06965971,-0.26989698,0,0,0,0,0,0,0
2022-06-11 11:10:59.9400,0,0,0,0,0,0,14.493751,-38.04375,-25.3875,0
2022-06-11 11:10:59.9440,-1.4875559,0.0664587,-0.08043194,0,0,0,0,0,0,0
2022-06-11 11:10:59.9600,0,0,0,0,0,0,14.062501,-38.1375,-26.343752,0
2022-06-11 11:10:59.9650,-1.1858227,-0.20522976,0.26659012,0,0,0,0,0,0,0
2022-06-11 11:10:59.9800,0,0,0,0,0,0,12.337501,-37.7625,-25.331251,0
2022-06-11 11:10:59.9850,-0.86172825,-0.9599271,1.3721209,0,0,0,0,0,0,0
2022-06-11 11:11:00.0000,0,0,0,0,0,0,14.08125,-38.550003,-27.956251,0
2022-06-11 11:11:00.0050,-0.10689211,-1.0461626,1.5844088,0,0,0,0,0,0,0
2022-06-11 11:11:00.0200,0,0,0,0,0,0,11.962501,-38.568752,-27.900002,0
2022-06-11 11:11:00.0250,0.44841474,-0.9473405,1.0985312,0,0,0,0,0,0,0
2022-06-11 11:11:00.0400,0,0,0,0,0,0,13.368751,-36.80625,-25.875002,0
2022-06-11 11:11:00.0460,0.23442662,-0.52707577,-0.054121494,0,0,0,0,0,0,0
2022-06-11 11:11:00.0600,0,0,0,0,0,0,11.3625,-37.93125,-25.29375,0
2022-06-11 11:11:00.0660,-0.13718337,0.06742144,-1.4867358,0,0,0,0,0,0,0
2022-06-11 11:11:00.0800,0,0,0,0,0,0,13.70625,-38.775,-26.812502,0
2022-06-11 11:11:00.0860,-0.30150485,0.2929473,-1.7069969,0,0,0,0,0,0,0
2022-06-11 11:11:00.1000,0,0,0,0,0,0,13.012501,-38.662502,-23.550001,0
2022-06-11 11:11:00.1070,-1.0228866,0.27619457,-0.71265984,0,0,0,0,0,0,0
2022-06-11 11:11:00.1200,0,0,0,0,0,0,13.481251,-39.131252,-24.675001,0
2022-06-11 11:11:00.1270,-1.2543812,0.09678316,0.84223986,0,0,0,0,0,0,0
2022-06-11 11:11:00.1400,0,0,0,0,0,0,12.39375,-39.675003,-24.300001,0
2022-06-11 11:11:00.1470,-0.94373935,-0.07053089,1.1958008,0,0,0,0,0,0,0
2022-06-11 11:11:00.1600,0,0,0,0,0,0,15.150001,-38.943752,-26.025002,0
2022-06-11 11:11:00.1680,-0.89654833,0.025688648,0.22457838,0,0,0,0,0,0,0
2022-06-11 11:11:00.1800,0,0,0,0,0,0,12.76875,-37.818752,-25.0125,0
2022-06-11 11:11:00.1880,-1.1528096,0.13349056,-0.75843143,0,0,0,0,0,0,0
2022-06-11 11:11:00.2000,0,0,0,0,0,0,12.1125,-38.41875,-24.975,0
2022-06-11 11:11:00.2080,-0.9532095,0.095867634,-1.3900509,0,0,0,0,0,0,0
2022-06-11 11:11:00.2200,0,0,0,0,0,0,11.94375,-36.61875,-24.54375,0
2022-06-11 11:11:00.2290,-0.23991442,0.17057848,-1.53934,0,0,0,0,0,0,0
2022-06-11 11:11:00.2400,0,0,0,0,0,0,11.26875,-36.9375,-24.187502,0
2022-06-11 11:11:00.2490,-0.16390187,0.08978844,-1.3005686,0,0,0,0,0,0,0
2022-06-11 11:11:00.2600,0,0,0,0,0,0,12.375001,-38.04375,-24.50625,0
2022-06-11 11:11:00.2690,-0.6773646,-0.06860924,-0.6082649,0,0,0,0,0,0,0
2022-06-11 11:11:00.2800,0,0,0,0,0,0,13.51875,-38.193752,-25.35,0
2022-06-11 11:11:00.2900,-1.638602,-0.2196064,0.14051628,0,0,0,0,0,0,0
2022-06-11 11:11:00.3000,0,0,0,0,0,0,11.306251,-38.8875,-26.23125,0
2022-06-11 11:11:00.3100,-1.1237215,-0.2763009,-0.08587885,0,0,0,0,0,0,0
2022-06-11 11:11:00.3200,0,0,0,0,0,0,12.168751,-37.612503,-26.306252,0
2022-06-11 11:11:00.3300,0.65387625,-0.27880907,-1.091116,0,0,0,0,0,0,0
2022-06-11 11:11:00.3400,0,0,0,0,0,0,11.625,-37.6875,-24.993752,0
2022-06-11 11:11:00.3510,0.60962224,0.24548817,-1.1048393,0,0,0,0,0,0,0
2022-06-11 11:11:00.3600,0,0,0,0,0,0,12.1125,-38.41875,-25.312502,0
2022-06-11 11:11:00.3710,0.17701405,0.30872393,-0.9350982,0,0,0,0,0,0,0
2022-06-11 11:11:00.3800,0,0,0,0,0,0,11.2875,-37.237503,-25.312502,0
2022-06-11 11:11:00.3910,-0.202322,0.23259783,-0.5983553,0,0,0,0,0,0,0
2022-06-11 11:11:00.4000,0,0,0,0,0,0,10.63125,-36.3375,-25.48125,0
2022-06-11 11:11:00.4110,-0.8056595,0.3859234,-0.13202047,0,0,0,0,0,0,0
2022-06-11 11:11:00.4200,0,0,0,0,0,0,11.137501,-37.068752,-25.143751,0
2022-06-11 11:11:00.4320,-0.7325244,0.28142738,0.021607399,0,0,0,0,0,0,0
2022-06-11 11:11:00.4400,0,0,0,0,0,0,10.650001,-36.61875,-26.2875,0
2022-06-11 11:11:00.4520,-0.08327651,0.22949266,-0.18944502,0,0,0,0,0,0,0
2022-06-11 11:11:00.4600,0,0,0,0,0,0,11.887501,-37.575,-25.968752,0
2022-06-11 11:11:00.4720,0.3966322,0.20205879,-0.7627678,0,0,0,0,0,0,0
2022-06-11 11:11:00.4800,0,0,0,0,0,0,12.900001,-37.706253,-26.00625,0
2022-06-11 11:11:00.4930,0.40895987,0.22762918,-1.2095304,0,0,0,0,0,0,0
2022-06-11 11:11:00.5000,0,0,0,0,0,0,13.181251,-36.225002,-24.750002,0
2022-06-11 11:11:00.5130,0.7437725,0.09395456,-1.6779313,0,0,0,0,0,0,0
2022-06-11 11:11:00.5200,0,0,0,0,0,0,14.025001,-36.206253,-25.10625,0
2022-06-11 11:11:00.5330,1.2408861,0.46670675,-1.4170656,0,0,0,0,0,0,0
2022-06-11 11:11:00.5400,0,0,0,0,0,0,15.1125,-37.0125,-24.618752,0
2022-06-11 11:11:00.5540,1.5370289,0.4762187,-1.3308697,0,0,0,0,0,0,0
2022-06-11 11:11:00.5600,0,0,0,0,0,0,15.656251,-36.525,-23.19375,0
2022-06-11 11:11:00.5740,1.9376954,0.5063238,-1.2135415,0,0,0,0,0,0,0
2022-06-11 11:11:00.5800,0,0,0,0,0,0,17.175001,-37.3875,-22.087502,0
2022-06-11 11:11:00.5940,2.5036454,0.54700947,-1.0046597,0,0,0,0,0,0,0
2022-06-11 11:11:00.6000,0,0,0,0,0,0,17.8125,-36.487503,-20.831251,0
2022-06-11 11:11:00.6140,3.225545,0.61152935,-0.670136,0,0,0,0,0,0,0
2022-06-11 11:11:00.6200,0,0,0,0,0,0,19.85625,-35.34375,-18.16875,0
2022-06-11 11:11:00.6350,4.0640707,0.75068426,-0.22073412,0,0,0,0,0,0,0
2022-06-11 11:11:00.6400,0,0,0,0,0,0,21.675001,-36.24375,-15.76875,0
2022-06-11 11:11:00.6550,5.8810062,-2.9173975,-2.6393847,0,0,0,0,0,0,0
2022-06-11 11:11:00.6600,0,0,0,0,0,0,24.581251,-32.34375,-14.343751,0
2022-06-11 11:11:00.6760,7.277637,-3.0549757,-2.314395,0,0,0,0,0,0,0
2022-06-11 11:11:00.6800,0,0,0,0,0,0,25.725,-33.5625,-11.418751,0
2022-06-11 11:11:00.6960,9.2991905,-2.478221,-1.3582318,0,0,0,0,0,0,0
2022-06-11 11:11:00.7000,0,0,0,0,0,0,28.3875,-29.8875,-7.3875003,0
2022-06-11 11:11:00.7160,10.582478,-2.9959533,0.8577013,0,0,0,0,0,0,0
2022-06-11 11:11:00.7200,0,0,0,0,0,0,30.393751,-28.331251,-3.9375002,0
2022-06-11 11:11:00.7360,9.197175,-4.664438,1.9338418,0,0,0,0,0,0,0
2022-06-11 11:11:00.7400,0,0,0,0,0,0,32.662502,-23.212502,1.85625,0
2022-06-11 11:11:00.7570,4.943138,-6.0428944,1.6103051,0,0,0,0,0,0,0
2022-06-11 11:11:00.7600,0,0,0,0,0,0,34.55625,-19.050001,4.275,0
2022-06-11 11:11:00.7770,2.0732102,-8.702847,2.520991,0,0,0,0,0,0,0
2022-06-11 11:11:00.7800,0,0,0,0,0,0,33.61875,-13.425,9,0
2022-06-11 11:11:00.7970,2.3245506,-8.296025,3.8681684,0,0,0,0,0,0,0
2022-06-11 11:11:00.8000,0,0,0,0,0,0,32.4,-8.08125,10.837501,0
2022-06-11 11:11:00.8180,0.3988104,-7.865598,3.4171665,0,0,0,0,0,0,0
2022-06-11 11:11:00.8200,0,0,0,0,0,0,30.000002,-0.76875,13.931251,0
2022-06-11 11:11:00.8380,0.00029277802,-8.057539,0.25826764,0,0,0,0,0,0,0
2022-06-11 11:11:00.8400,0,0,0,0,0,0,27.225,2.98125,14.400001,0
2022-06-11 11:11:00.8580,0.034687996,-7.266295,-0.7027643,0,0,0,0,0,0,0
2022-06-11 11:11:00.8600,0,0,0,0,0,0,24.281252,8.418751,14.981251,0
2022-06-11 11:11:00.8790,-0.5551524,-7.4015303,-0.36355853,0,0,0,0,0,0,0
2022-06-11 11:11:00.8800,0,0,0,0,0,0,20.1,11.94375,15.337501,0
2022-06-11 11:11:00.8900,0,0,0,0,0,0,0,0,0,295.1
2022-06-11 11:11:00.8990,-1.823514,-7.0158243,-1.4573429,0,0,0,0,0,0,0
2022-06-11 11:11:00.9000,0,0,0,0,0,0,17.2875,17.34375,15.093751,0
2022-06-11 11:11:00.9190,-4.4018073,-5.7586975,-5.436415,0,0,0,0,0,0,0
2022-06-11 11:11:00.9200,0,0,0,0,0,0,11.493751,19.6875,14.56875,0
2022-06-11 11:11:00.9400,-10.475836,-6.2304344,-9.603471,0,0,0,0,0,0,0
2022-06-11 11:11:00.9400,0,0,0,0,0,0,8.71875,21.806252,13.6125,0
2022-06-11 11:11:00.9600,-14.10826,-5.917735,-7.886029,0,0,0,0,0,0,0
2022-06-11 11:11:00.9600,0,0,0,0,0,0,5.15625,23.175001,11.887501,0
2022-06-11 11:11:00.9800,-11.677671,-5.5800524,-3.8659518,0,0,0,0,0,0,0
2022-06-11 11:11:00.9800,0,0,0,0,0,0,4.2937503,24.656252,11.400001,0
