version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,Mi 9 SE,2022-06-17_11-30-36,android,1.8.2,1b12a179-f74b-4ae2-8194-92474fb3fe05,Accelerometer|Gyroscope|Magnetometer|Light|Annotation,20|20|20|0|
