time,seconds_elapsed,lux
1655464051098101800,5814.707101806641,20
1655464051475100700,5815.084100585937,44.89999771118164
1655464053535095800,5817.144095703125,39.727500915527344
1655464053955096300,5817.564096435547,35.87249755859375
1655464058125097500,5821.73409741211,31.927499771118164
1655464058385097700,5821.99409765625,28.00874900817871
1655464058585096000,5822.194095947266,24
1655464058825097700,5822.43409765625,19.66374969482422
1655464058925097500,5822.534097412109,17.627500534057617
1655464059055098000,5822.664098144532,15.954999923706055
1655464059155097300,5822.76409741211,13.69124984741211
1655464059321831000,5822.9308308105465,1.899999976158142
1655464059521833000,5823.130833007813,0
1655464059721831000,5823.330830810547,2.0999999046325684
1655464060161832200,5823.770832275391,0
1655464070041837600,5833.650837646484,0
1655464099929188400,5863.538188232422,0
1655464100129183500,5863.73818359375,0
1655464160029189000,5923.638189208984,0
1655464160269183500,5923.87818359375,0
1655464220269197300,5983.878197265625,0
1655464280349190700,6043.9581906738285,0
1655464340549185300,6104.158185302735,0
1655464400549184300,6164.158184326172,0
1655464460669188400,6224.278188232422,0
1655464520789189000,6284.398189208984,0
1655464521029186300,6284.638186279297,0
1655464580909183500,6344.51818359375,0
1655464581109192400,6344.718192382812,0
1655464641029189600,6404.638189697265,0
1655464641229223000,6404.838222900391,0
1655464701289195000,6464.898195068359,0
1655464761369184500,6524.978184570313,0
1655464949709183500,6713.31818359375,0
1655465013069188900,6776.678188964844,0
1655465073309184800,6836.9181848144535,0
1655465133429187000,6897.038187011719,0
1655465193509188900,6957.118188964844,0
1655465202167336200,6965.7763361816405,0
1655465202387336000,6965.9963359375,1.3337500095367432
1655465202507335700,6966.116335693359,2.1499998569488525
1655465202607335700,6966.21633569336,2.700000047683716
1655465202707336000,6966.3163359375,3.0662498474121094
1655465203007336200,6966.616336181641,3.5112500190734863
1655465203307333600,6966.916333740234,4.091249942779541
1655465204547336000,6968.1563359375,4.545000076293945
1655465208467335700,6972.076335693359,4.027499675750732
1655465208567335700,6972.17633569336,3.62749981880188
1655465208667336000,6972.2763359375,3.208750009536743
1655465208767335700,6972.37633569336,2.8087499141693115
1655465208867336200,6972.47633618164,2.418750047683716
1655465208967336200,6972.576336181641,1.991249918937683
1655465209067336200,6972.67633618164,1.5999999046325684
1655465209167336000,6972.7763359375,1.181249976158142
1655465209267335700,6972.87633569336,0.7999999523162842
1655465209387336400,6972.996336425781,0
1655465211627336200,6975.236336181641,1.991249918937683
1655465211777335300,6975.3863352050785,25.654998779296875
1655465211877335300,6975.486335205078,46.86375045776367
1655465211977335800,6975.58633569336,68.20874786376953
1655465212077335600,6975.686335449219,86.69999694824219
1655465212177335000,6975.786334960938,103.49124908447266
1655465212277333500,6975.886333496093,118.85499572753906
1655465212397333500,6976.006333496094,133.0087432861328
1655465212617334300,6976.226334228516,159.03623962402344
1655465212817333200,6976.426333251953,181.9724884033203
1655465213017335300,6976.626335205078,162.87249755859375
1655465213317335300,6976.926335205078,146.4812469482422
1655465213617335300,6977.226335205078,131.4187469482422
